"";"x"
"9442";-90,559
"9443";-90,558
"9444";-90,557
"9445";-90,556
"9446";-90,555
"9447";-90,554
"9448";-90,553
"9449";-90,552
"9450";-90,551
"9451";-90,55
"9452";-90,549
"9453";-90,548
"9454";-90,547
"9455";-90,546
"9456";-90,545
"9457";-90,544
"9458";-90,543
"9459";-90,542
"9460";-90,541
"9461";-90,54
"9462";-90,539
"9463";-90,538
"9464";-90,537
"9465";-90,536
"9466";-90,535
"9467";-90,534
"9468";-90,533
"9469";-90,532
"9470";-90,531
"9471";-90,53
"9472";-90,529
"9473";-90,528
"9474";-90,527
"9475";-90,526
"9476";-90,525
"9477";-90,524
"9478";-90,523
"9479";-90,522
"9480";-90,521
"9481";-90,52
"9482";-90,519
"9483";-90,518
"9484";-90,517
"9485";-90,516
"9486";-90,515
"9487";-90,514
"9488";-90,513
"9489";-90,512
"9490";-90,511
"9491";-90,51
"9492";-90,509
"9493";-90,508
"9494";-90,507
"9495";-90,506
"9496";-90,505
"9497";-90,504
"9498";-90,503
"9499";-90,502
"9500";-90,501
"9501";-90,5
"9502";-90,499
"9503";-90,498
"9504";-90,497
"9505";-90,496
"9506";-90,495
"9507";-90,494
"9508";-90,493
"9509";-90,492
"9510";-90,491
"9511";-90,49
"9512";-90,489
"9513";-90,488
"9514";-90,487
"9515";-90,486
"9516";-90,485
"9517";-90,484
"9518";-90,483
"9519";-90,482
"9520";-90,481
"9521";-90,48
"9522";-90,479
"9523";-90,478
"9524";-90,477
"9525";-90,476
"9526";-90,475
"9527";-90,474
"9528";-90,473
"9529";-90,472
"9530";-90,471
"9531";-90,47
"9532";-90,469
"9533";-90,468
"9534";-90,467
"9535";-90,466
"9536";-90,465
"9537";-90,464
"9538";-90,463
"9539";-90,462
"9540";-90,461
"9541";-90,46
"9542";-90,459
"9543";-90,458
"9544";-90,457
"9545";-90,456
"9546";-90,455
"9547";-90,454
"9548";-90,453
"9549";-90,452
"9550";-90,451
"9551";-90,45
"9552";-90,449
"9553";-90,448
"9554";-90,447
"9555";-90,446
"9556";-90,445
"9557";-90,444
"9558";-90,443
"9559";-90,442
"9560";-90,441
"9561";-90,44
"9562";-90,439
"9563";-90,438
"9564";-90,437
"9565";-90,436
"9566";-90,435
"9567";-90,434
"9568";-90,433
"9569";-90,432
"9570";-90,431
"9571";-90,43
"9572";-90,429
"9573";-90,428
"9574";-90,427
"9575";-90,426
"9576";-90,425
"9577";-90,424
"9578";-90,423
"9579";-90,422
"9580";-90,421
"9581";-90,42
"9582";-90,419
"9583";-90,418
"9584";-90,417
"9585";-90,416
"9586";-90,415
"9587";-90,414
"9588";-90,413
"9589";-90,412
"9590";-90,411
"9591";-90,41
"9592";-90,409
"9593";-90,408
"9594";-90,407
"9595";-90,406
"9596";-90,405
"9597";-90,404
"9598";-90,403
"9599";-90,402
"9600";-90,401
"9601";-90,4
"9602";-90,399
"9603";-90,398
"9604";-90,397
"9605";-90,396
"9606";-90,395
"9607";-90,394
"9608";-90,393
"9609";-90,392
"9610";-90,391
"9611";-90,39
"9612";-90,389
"9613";-90,388
"9614";-90,387
"9615";-90,386
"9616";-90,385
"9617";-90,384
"9618";-90,383
"9619";-90,382
"9620";-90,381
"9621";-90,38
"9622";-90,379
"9623";-90,378
"9624";-90,377
"9625";-90,376
"9626";-90,375
"9627";-90,374
"9628";-90,373
"9629";-90,372
"9630";-90,371
"9631";-90,37
"9632";-90,369
"9633";-90,368
"9634";-90,367
"9635";-90,366
"9636";-90,365
"9637";-90,364
"9638";-90,363
"9639";-90,362
"9640";-90,361
"9641";-90,36
"9642";-90,359
"9643";-90,358
"9644";-90,357
"9645";-90,356
"9646";-90,355
"9647";-90,354
"9648";-90,353
"9649";-90,352
"9650";-90,351
"9651";-90,35
"9652";-90,349
"9653";-90,348
"9654";-90,347
"9655";-90,346
"9656";-90,345
"9657";-90,344
"9658";-90,343
"9659";-90,342
"9660";-90,341
"9661";-90,34
"9662";-90,339
"9663";-90,338
"9664";-90,337
"9665";-90,336
"9666";-90,335
"9667";-90,334
"9668";-90,333
"9669";-90,332
"9670";-90,331
"9671";-90,33
"9672";-90,329
"9673";-90,328
"9674";-90,327
"9675";-90,326
"9676";-90,325
"9677";-90,324
"9678";-90,323
"9679";-90,322
"9680";-90,321
"9681";-90,32
"9682";-90,319
"9683";-90,318
"9684";-90,317
"9685";-90,316
"9686";-90,315
"9687";-90,314
"9688";-90,313
"9689";-90,312
"9690";-90,311
"9691";-90,31
"9692";-90,309
"9693";-90,308
"9694";-90,307
"9695";-90,306
"9696";-90,305
"9697";-90,304
"9698";-90,303
"9699";-90,302
"9700";-90,301
"9701";-90,3
"9702";-90,299
"9703";-90,298
"9704";-90,297
"9705";-90,296
"9706";-90,295
"9707";-90,294
"9708";-90,293
"9709";-90,292
"9710";-90,291
"9711";-90,29
"9712";-90,289
"9713";-90,288
"9714";-90,287
"9715";-90,286
"9716";-90,285
"9717";-90,284
"9718";-90,283
"9719";-90,282
"9720";-90,281
"9721";-90,28
"9722";-90,279
"9723";-90,278
"9724";-90,277
"9725";-90,276
"9726";-90,275
"9727";-90,274
"9728";-90,273
"9729";-90,272
"9730";-90,271
"9731";-90,27
"9732";-90,269
"9733";-90,268
"9734";-90,267
"9735";-90,266
"9736";-90,265
"9737";-90,264
"9738";-90,263
"9739";-90,262
"9740";-90,261
"9741";-90,26
"9742";-90,259
"9743";-90,258
"9744";-90,257
"9745";-90,256
"9746";-90,255
"9747";-90,254
"9748";-90,253
"9749";-90,252
"9750";-90,251
"9751";-90,25
"9752";-90,249
"9753";-90,248
"9754";-90,247
"9755";-90,246
"9756";-90,245
"9757";-90,244
"9758";-90,243
"9759";-90,242
"9760";-90,241
"9761";-90,24
"9762";-90,239
"9763";-90,238
"9764";-90,237
"9765";-90,236
"9766";-90,235
"9767";-90,234
"9768";-90,233
"9769";-90,232
"9770";-90,231
"9771";-90,23
"9772";-90,229
"9773";-90,228
"9774";-90,227
"9775";-90,226
"9776";-90,225
"9777";-90,224
"9778";-90,223
"9779";-90,222
"9780";-90,221
"9781";-90,22
"9782";-90,219
"9783";-90,218
"9784";-90,217
"9785";-90,216
"9786";-90,215
"9787";-90,214
"9788";-90,213
"9789";-90,212
"9790";-90,211
"9791";-90,21
"9792";-90,209
"9793";-90,208
"9794";-90,207
"9795";-90,206
"9796";-90,205
"9797";-90,204
"9798";-90,203
"9799";-90,202
"9800";-90,201
"9801";-90,2
"9802";-90,199
"9803";-90,198
"9804";-90,197
"9805";-90,196
"9806";-90,195
"9807";-90,194
"9808";-90,193
"9809";-90,192
"9810";-90,191
"9811";-90,19
"9812";-90,189
"9813";-90,188
"9814";-90,187
"9815";-90,186
"9816";-90,185
"9817";-90,184
"9818";-90,183
"9819";-90,182
"9820";-90,181
"9821";-90,18
"9822";-90,179
"9823";-90,178
"9824";-90,177
"9825";-90,176
"9826";-90,175
"9827";-90,174
"9828";-90,173
"9829";-90,172
"9830";-90,171
"9831";-90,17
"9832";-90,169
"9833";-90,168
"9834";-90,167
"9835";-90,166
"9836";-90,165
"9837";-90,164
"9838";-90,163
"9839";-90,162
"9840";-90,161
"9841";-90,16
"9842";-90,159
"9843";-90,158
"9844";-90,157
"9845";-90,156
"9846";-90,155
"9847";-90,154
"9848";-90,153
"9849";-90,152
"9850";-90,151
"9851";-90,15
"9852";-90,149
"9853";-90,148
"9854";-90,147
"9855";-90,146
"9856";-90,145
"9857";-90,144
"9858";-90,143
"9859";-90,142
"9860";-90,141
"9861";-90,14
"9862";-90,139
"9863";-90,138
"9864";-90,137
"9865";-90,136
"9866";-90,135
"9867";-90,134
"9868";-90,133
"9869";-90,132
"9870";-90,131
"9871";-90,13
"9872";-90,129
"9873";-90,128
"9874";-90,127
"9875";-90,126
"9876";-90,125
"9877";-90,124
"9878";-90,123
"9879";-90,122
"9880";-90,121
"9881";-90,12
"9882";-90,119
"9883";-90,118
"9884";-90,117
"9885";-90,116
"9886";-90,115
"9887";-90,114
"9888";-90,113
"9889";-90,112
"9890";-90,111
"9891";-90,11
"9892";-90,109
"9893";-90,108
"9894";-90,107
"9895";-90,106
"9896";-90,105
"9897";-90,104
"9898";-90,103
"9899";-90,102
"9900";-90,101
"9901";-90,1
"9902";-90,099
"9903";-90,098
"9904";-90,097
"9905";-90,096
"9906";-90,095
"9907";-90,094
"9908";-90,093
"9909";-90,092
"9910";-90,091
"9911";-90,09
"9912";-90,089
"9913";-90,088
"9914";-90,087
"9915";-90,086
"9916";-90,085
"9917";-90,084
"9918";-90,083
"9919";-90,082
"9920";-90,081
"9921";-90,08
"9922";-90,079
"9923";-90,078
"9924";-90,077
"9925";-90,076
"9926";-90,075
"9927";-90,074
"9928";-90,073
"9929";-90,072
"9930";-90,071
"9931";-90,07
"9932";-90,069
"9933";-90,068
"9934";-90,067
"9935";-90,066
"9936";-90,065
"9937";-90,064
"9938";-90,063
"9939";-90,062
"9940";-90,061
"9941";-90,06
"9942";-90,059
"9943";-90,058
"9944";-90,057
"9945";-90,056
"9946";-90,055
"9947";-90,054
"9948";-90,053
"9949";-90,052
"9950";-90,051
"9951";-90,05
"9952";-90,049
"9953";-90,048
"9954";-90,047
"9955";-90,046
"9956";-90,045
"9957";-90,044
"9958";-90,043
"9959";-90,042
"9960";-90,041
"9961";-90,04
"9962";-90,039
"9963";-90,038
"9964";-90,037
"9965";-90,036
"9966";-90,035
"9967";-90,034
"9968";-90,033
"9969";-90,032
"9970";-90,031
"9971";-90,03
"9972";-90,029
"9973";-90,028
"9974";-90,027
"9975";-90,026
"9976";-90,025
"9977";-90,024
"9978";-90,023
"9979";-90,022
"9980";-90,021
"9981";-90,02
"9982";-90,019
"9983";-90,018
"9984";-90,017
"9985";-90,016
"9986";-90,015
"9987";-90,014
"9988";-90,013
"9989";-90,012
"9990";-90,011
"9991";-90,01
"9992";-90,009
"9993";-90,008
"9994";-90,007
"9995";-90,006
"9996";-90,005
"9997";-90,004
"9998";-90,003
"9999";-90,002
"10000";-90,001
"10001";-90
"10002";-89,999
"10003";-89,998
"10004";-89,997
"10005";-89,996
"10006";-89,995
"10007";-89,994
"10008";-89,993
"10009";-89,992
"10010";-89,991
"10011";-89,99
"10012";-89,989
"10013";-89,988
"10014";-89,987
"10015";-89,986
"10016";-89,985
"10017";-89,984
"10018";-89,983
"10019";-89,982
"10020";-89,981
"10021";-89,98
"10022";-89,979
"10023";-89,978
"10024";-89,977
"10025";-89,976
"10026";-89,975
"10027";-89,974
"10028";-89,973
"10029";-89,972
"10030";-89,971
"10031";-89,97
"10032";-89,969
"10033";-89,968
"10034";-89,967
"10035";-89,966
"10036";-89,965
"10037";-89,964
"10038";-89,963
"10039";-89,962
"10040";-89,961
"10041";-89,96
"10042";-89,959
"10043";-89,958
"10044";-89,957
"10045";-89,956
"10046";-89,955
"10047";-89,954
"10048";-89,953
"10049";-89,952
"10050";-89,951
"10051";-89,95
"10052";-89,949
"10053";-89,948
"10054";-89,947
"10055";-89,946
"10056";-89,945
"10057";-89,944
"10058";-89,943
"10059";-89,942
"10060";-89,941
"10061";-89,94
"10062";-89,939
"10063";-89,938
"10064";-89,937
"10065";-89,936
"10066";-89,935
"10067";-89,934
"10068";-89,933
"10069";-89,932
"10070";-89,931
"10071";-89,93
"10072";-89,929
"10073";-89,928
"10074";-89,927
"10075";-89,926
"10076";-89,925
"10077";-89,924
"10078";-89,923
"10079";-89,922
"10080";-89,921
"10081";-89,92
"10082";-89,919
"10083";-89,918
"10084";-89,917
"10085";-89,916
"10086";-89,915
"10087";-89,914
"10088";-89,913
"10089";-89,912
"10090";-89,911
"10091";-89,91
"10092";-89,909
"10093";-89,908
"10094";-89,907
"10095";-89,906
"10096";-89,905
"10097";-89,904
"10098";-89,903
"10099";-89,902
"10100";-89,901
"10101";-89,9
"10102";-89,899
"10103";-89,898
"10104";-89,897
"10105";-89,896
"10106";-89,895
"10107";-89,894
"10108";-89,893
"10109";-89,892
"10110";-89,891
"10111";-89,89
"10112";-89,889
"10113";-89,888
"10114";-89,887
"10115";-89,886
"10116";-89,885
"10117";-89,884
"10118";-89,883
"10119";-89,882
"10120";-89,881
"10121";-89,88
"10122";-89,879
"10123";-89,878
"10124";-89,877
"10125";-89,876
"10126";-89,875
"10127";-89,874
"10128";-89,873
"10129";-89,872
"10130";-89,871
"10131";-89,87
"10132";-89,869
"10133";-89,868
"10134";-89,867
"10135";-89,866
"10136";-89,865
"10137";-89,864
"10138";-89,863
"10139";-89,862
"10140";-89,861
"10141";-89,86
"10142";-89,859
"10143";-89,858
"10144";-89,857
"10145";-89,856
"10146";-89,855
"10147";-89,854
"10148";-89,853
"10149";-89,852
"10150";-89,851
"10151";-89,85
"10152";-89,849
"10153";-89,848
"10154";-89,847
"10155";-89,846
"10156";-89,845
"10157";-89,844
"10158";-89,843
"10159";-89,842
"10160";-89,841
"10161";-89,84
"10162";-89,839
"10163";-89,838
"10164";-89,837
"10165";-89,836
"10166";-89,835
"10167";-89,834
"10168";-89,833
"10169";-89,832
"10170";-89,831
"10171";-89,83
"10172";-89,829
"10173";-89,828
"10174";-89,827
"10175";-89,826
"10176";-89,825
"10177";-89,824
"10178";-89,823
"10179";-89,822
"10180";-89,821
"10181";-89,82
"10182";-89,819
"10183";-89,818
"10184";-89,817
"10185";-89,816
"10186";-89,815
"10187";-89,814
"10188";-89,813
"10189";-89,812
"10190";-89,811
"10191";-89,81
"10192";-89,809
"10193";-89,808
"10194";-89,807
"10195";-89,806
"10196";-89,805
"10197";-89,804
"10198";-89,803
"10199";-89,802
"10200";-89,801
"10201";-89,8
"10202";-89,799
"10203";-89,798
"10204";-89,797
"10205";-89,796
"10206";-89,795
"10207";-89,794
"10208";-89,793
"10209";-89,792
"10210";-89,791
"10211";-89,79
"10212";-89,789
"10213";-89,788
"10214";-89,787
"10215";-89,786
"10216";-89,785
"10217";-89,784
"10218";-89,783
"10219";-89,782
"10220";-89,781
"10221";-89,78
"10222";-89,779
"10223";-89,778
"10224";-89,777
"10225";-89,776
"10226";-89,775
"10227";-89,774
"10228";-89,773
"10229";-89,772
"10230";-89,771
"10231";-89,77
"10232";-89,769
"10233";-89,768
"10234";-89,767
"10235";-89,766
"10236";-89,765
"10237";-89,764
"10238";-89,763
"10239";-89,762
"10240";-89,761
"10241";-89,76
"10242";-89,759
"10243";-89,758
"10244";-89,757
"10245";-89,756
"10246";-89,755
"10247";-89,754
"10248";-89,753
"10249";-89,752
"10250";-89,751
"10251";-89,75
"10252";-89,749
"10253";-89,748
"10254";-89,747
"10255";-89,746
"10256";-89,745
"10257";-89,744
"10258";-89,743
"10259";-89,742
"10260";-89,741
"10261";-89,74
"10262";-89,739
"10263";-89,738
"10264";-89,737
"10265";-89,736
"10266";-89,735
"10267";-89,734
"10268";-89,733
"10269";-89,732
"10270";-89,731
"10271";-89,73
"10272";-89,729
"10273";-89,728
"10274";-89,727
"10275";-89,726
"10276";-89,725
"10277";-89,724
"10278";-89,723
"10279";-89,722
"10280";-89,721
"10281";-89,72
"10282";-89,719
"10283";-89,718
"10284";-89,717
"10285";-89,716
"10286";-89,715
"10287";-89,714
"10288";-89,713
"10289";-89,712
"10290";-89,711
"10291";-89,71
"10292";-89,709
"10293";-89,708
"10294";-89,707
"10295";-89,706
"10296";-89,705
"10297";-89,704
"10298";-89,703
"10299";-89,702
"10300";-89,701
"10301";-89,7
"10302";-89,699
"10303";-89,698
"10304";-89,697
"10305";-89,696
"10306";-89,695
"10307";-89,694
"10308";-89,693
"10309";-89,692
"10310";-89,691
"10311";-89,69
"10312";-89,689
"10313";-89,688
"10314";-89,687
"10315";-89,686
"10316";-89,685
"10317";-89,684
"10318";-89,683
"10319";-89,682
"10320";-89,681
"10321";-89,68
"10322";-89,679
"10323";-89,678
"10324";-89,677
"10325";-89,676
"10326";-89,675
"10327";-89,674
"10328";-89,673
"10329";-89,672
"10330";-89,671
"10331";-89,67
"10332";-89,669
"10333";-89,668
"10334";-89,667
"10335";-89,666
"10336";-89,665
"10337";-89,664
"10338";-89,663
"10339";-89,662
"10340";-89,661
"10341";-89,66
"10342";-89,659
"10343";-89,658
"10344";-89,657
"10345";-89,656
"10346";-89,655
"10347";-89,654
"10348";-89,653
"10349";-89,652
"10350";-89,651
"10351";-89,65
"10352";-89,649
"10353";-89,648
"10354";-89,647
"10355";-89,646
"10356";-89,645
"10357";-89,644
"10358";-89,643
"10359";-89,642
"10360";-89,641
"10361";-89,64
"10362";-89,639
"10363";-89,638
"10364";-89,637
"10365";-89,636
"10366";-89,635
"10367";-89,634
"10368";-89,633
"10369";-89,632
"10370";-89,631
"10371";-89,63
"10372";-89,629
"10373";-89,628
"10374";-89,627
"10375";-89,626
"10376";-89,625
"10377";-89,624
"10378";-89,623
"10379";-89,622
"10380";-89,621
"10381";-89,62
"10382";-89,619
"10383";-89,618
"10384";-89,617
"10385";-89,616
"10386";-89,615
"10387";-89,614
"10388";-89,613
"10389";-89,612
"10390";-89,611
"10391";-89,61
"10392";-89,609
"10393";-89,608
"10394";-89,607
"10395";-89,606
"10396";-89,605
"10397";-89,604
"10398";-89,603
"10399";-89,602
"10400";-89,601
"10401";-89,6
"10402";-89,599
"10403";-89,598
"10404";-89,597
"10405";-89,596
"10406";-89,595
"10407";-89,594
"10408";-89,593
"10409";-89,592
"10410";-89,591
"10411";-89,59
"10412";-89,589
"10413";-89,588
"10414";-89,587
"10415";-89,586
"10416";-89,585
"10417";-89,584
"10418";-89,583
"10419";-89,582
"10420";-89,581
"10421";-89,58
"10422";-89,579
"10423";-89,578
"10424";-89,577
"10425";-89,576
"10426";-89,575
"10427";-89,574
"10428";-89,573
"10429";-89,572
"10430";-89,571
"10431";-89,57
"10432";-89,569
"10433";-89,568
"10434";-89,567
"10435";-89,566
"10436";-89,565
"10437";-89,564
"10438";-89,563
"10439";-89,562
"10440";-89,561
"10441";-89,56
"10442";-89,559
"10443";-89,558
"10444";-89,557
"10445";-89,556
"10446";-89,555
"10447";-89,554
"10448";-89,553
"10449";-89,552
"10450";-89,551
"10451";-89,55
"10452";-89,549
"10453";-89,548
"10454";-89,547
"10455";-89,546
"10456";-89,545
"10457";-89,544
"10458";-89,543
"10459";-89,542
"10460";-89,541
"10461";-89,54
"10462";-89,539
"10463";-89,538
"10464";-89,537
"10465";-89,536
"10466";-89,535
"10467";-89,534
"10468";-89,533
"10469";-89,532
"10470";-89,531
"10471";-89,53
"10472";-89,529
"10473";-89,528
"10474";-89,527
"10475";-89,526
"10476";-89,525
"10477";-89,524
"10478";-89,523
"10479";-89,522
"10480";-89,521
"10481";-89,52
"10482";-89,519
"10483";-89,518
"10484";-89,517
"10485";-89,516
"10486";-89,515
"10487";-89,514
"10488";-89,513
"10489";-89,512
"10490";-89,511
"10491";-89,51
"10492";-89,509
"10493";-89,508
"10494";-89,507
"10495";-89,506
"10496";-89,505
"10497";-89,504
"10498";-89,503
"10499";-89,502
"10500";-89,501
"10501";-89,5
"10502";-89,499
"10503";-89,498
"10504";-89,497
"10505";-89,496
"10506";-89,495
"10507";-89,494
"10508";-89,493
"10509";-89,492
"10510";-89,491
"10511";-89,49
"10512";-89,489
"10513";-89,488
"10514";-89,487
"10515";-89,486
"10516";-89,485
"10517";-89,484
"10518";-89,483
"10519";-89,482
"10520";-89,481
"10521";-89,48
"10522";-89,479
"10523";-89,478
"10524";-89,477
"10525";-89,476
"10526";-89,475
"10527";-89,474
"10528";-89,473
"10529";-89,472
"10530";-89,471
"10531";-89,47
"10532";-89,469
"10533";-89,468
"10534";-89,467
"10535";-89,466
"10536";-89,465
"10537";-89,464
"10538";-89,463
"10539";-89,462
"10540";-89,461
"10541";-89,46
"10542";-89,459
"10543";-89,458
"10544";-89,457
"10545";-89,456
"10546";-89,455
"10547";-89,454
"10548";-89,453
"10549";-89,452
"10550";-89,451
"10551";-89,45
"10552";-89,449
"10553";-89,448
"10554";-89,447
"10555";-89,446
"10556";-89,445
"10557";-89,444
"10558";-89,443
"10559";-89,442
"10560";-89,441
"10561";-89,44
"10562";-89,439
"10563";-89,438
"10564";-89,437
"10565";-89,436
"10566";-89,435
"10567";-89,434
"10568";-89,433
"10569";-89,432
"10570";-89,431
"10571";-89,43
"10572";-89,429
"10573";-89,428
"10574";-89,427
"10575";-89,426
"10576";-89,425
"10577";-89,424
"10578";-89,423
"10579";-89,422
"10580";-89,421
"10581";-89,42
"10582";-89,419
"10583";-89,418
"10584";-89,417
"10585";-89,416
"10586";-89,415
"10587";-89,414
"10588";-89,413
"10589";-89,412
"10590";-89,411
"10591";-89,41
"10592";-89,409
"10593";-89,408
"10594";-89,407
"10595";-89,406
"10596";-89,405
"10597";-89,404
"10598";-89,403
"10599";-89,402
"10600";-89,401
"10601";-89,4
"10602";-89,399
"10603";-89,398
"10604";-89,397
"10605";-89,396
"10606";-89,395
"10607";-89,394
"10608";-89,393
"10609";-89,392
"10610";-89,391
"10611";-89,39
"10612";-89,389
"10613";-89,388
"10614";-89,387
"10615";-89,386
"10616";-89,385
"10617";-89,384
"10618";-89,383
"10619";-89,382
"10620";-89,381
"10621";-89,38
"10622";-89,379
"10623";-89,378
"10624";-89,377
"10625";-89,376
"10626";-89,375
"10627";-89,374
"10628";-89,373
"10629";-89,372
"10630";-89,371
"10631";-89,37
"10632";-89,369
"10633";-89,368
"10634";-89,367
"10635";-89,366
"10636";-89,365
"10637";-89,364
"10638";-89,363
"10639";-89,362
"10640";-89,361
"10641";-89,36
"10642";-89,359
"10643";-89,358
"10644";-89,357
"10645";-89,356
"10646";-89,355
"10647";-89,354
"10648";-89,353
"10649";-89,352
"10650";-89,351
"10651";-89,35
"10652";-89,349
"10653";-89,348
"10654";-89,347
"10655";-89,346
"10656";-89,345
"10657";-89,344
"10658";-89,343
"10659";-89,342
"10660";-89,341
"10661";-89,34
"10662";-89,339
"10663";-89,338
"10664";-89,337
"10665";-89,336
"10666";-89,335
"10667";-89,334
"10668";-89,333
"10669";-89,332
"10670";-89,331
"10671";-89,33
"10672";-89,329
"10673";-89,328
"10674";-89,327
"10675";-89,326
"10676";-89,325
"10677";-89,324
"10678";-89,323
"10679";-89,322
"10680";-89,321
"10681";-89,32
"10682";-89,319
"10683";-89,318
"10684";-89,317
"10685";-89,316
"10686";-89,315
"10687";-89,314
"10688";-89,313
"10689";-89,312
"10690";-89,311
"10691";-89,31
"10692";-89,309
"10693";-89,308
"10694";-89,307
"10695";-89,306
"10696";-89,305
"10697";-89,304
"10698";-89,303
"10699";-89,302
"10700";-89,301
"10701";-89,3
"10702";-89,299
"10703";-89,298
"10704";-89,297
"10705";-89,296
"10706";-89,295
"10707";-89,294
"10708";-89,293
"10709";-89,292
"10710";-89,291
"10711";-89,29
"10712";-89,289
"10713";-89,288
"10714";-89,287
"10715";-89,286
"10716";-89,285
"10717";-89,284
"10718";-89,283
"10719";-89,282
"10720";-89,281
"10721";-89,28
"10722";-89,279
"10723";-89,278
"10724";-89,277
"10725";-89,276
"10726";-89,275
"10727";-89,274
"10728";-89,273
"10729";-89,272
"10730";-89,271
"10731";-89,27
"10732";-89,269
"10733";-89,268
"10734";-89,267
"10735";-89,266
"10736";-89,265
"10737";-89,264
"10738";-89,263
"10739";-89,262
"10740";-89,261
"10741";-89,26
"10742";-89,259
"10743";-89,258
"10744";-89,257
"10745";-89,256
"10746";-89,255
"10747";-89,254
"10748";-89,253
"10749";-89,252
"10750";-89,251
"10751";-89,25
"10752";-89,249
"10753";-89,248
"10754";-89,247
"10755";-89,246
"10756";-89,245
"10757";-89,244
"10758";-89,243
"10759";-89,242
"10760";-89,241
"10761";-89,24
"10762";-89,239
"10763";-89,238
"10764";-89,237
"10765";-89,236
"10766";-89,235
"10767";-89,234
"10768";-89,233
"10769";-89,232
"10770";-89,231
"10771";-89,23
"10772";-89,229
"10773";-89,228
"10774";-89,227
"10775";-89,226
"10776";-89,225
"10777";-89,224
"10778";-89,223
"10779";-89,222
"10780";-89,221
"10781";-89,22
"10782";-89,219
"10783";-89,218
"10784";-89,217
"10785";-89,216
"10786";-89,215
"10787";-89,214
"10788";-89,213
"10789";-89,212
"10790";-89,211
"10791";-89,21
"10792";-89,209
"10793";-89,208
"10794";-89,207
"10795";-89,206
"10796";-89,205
"10797";-89,204
"10798";-89,203
"10799";-89,202
"10800";-89,201
"10801";-89,2
"10802";-89,199
"10803";-89,198
"10804";-89,197
"10805";-89,196
"10806";-89,195
"10807";-89,194
"10808";-89,193
"10809";-89,192
"10810";-89,191
"10811";-89,19
"10812";-89,189
"10813";-89,188
"10814";-89,187
"10815";-89,186
"10816";-89,185
"10817";-89,184
"10818";-89,183
"10819";-89,182
"10820";-89,181
"10821";-89,18
"10822";-89,179
"10823";-89,178
"10824";-89,177
"10825";-89,176
"10826";-89,175
"10827";-89,174
"10828";-89,173
"10829";-89,172
"10830";-89,171
"10831";-89,17
"10832";-89,169
"10833";-89,168
"10834";-89,167
"10835";-89,166
"10836";-89,165
"10837";-89,164
"10838";-89,163
"10839";-89,162
"10840";-89,161
"10841";-89,16
"10842";-89,159
"10843";-89,158
"10844";-89,157
"10845";-89,156
"10846";-89,155
"10847";-89,154
"10848";-89,153
"10849";-89,152
"10850";-89,151
"10851";-89,15
"10852";-89,149
